MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Lot Area * Frontage,Year Built* Year Remod/Add
90,RL,64.0,7018,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,1,SBrkr,1120,1120,0,2240,0.0,0.0,2,0,6,2,TA,12,Typ,0,NA,Detchd,Unf,2.0,528.0,TA,TA,Y,154,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,142953,449152.0,3916441
120,RL,50.0,9466,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,ALQ,1037.0,0.0,1494.0,GasA,Ex,1,SBrkr,1494,0,0,1494,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,478.0,TA,TA,Y,0,30,0,0,217,0,NA,NA,NA,0,5,2007,WD ,279700,473300.0,3978030
20,RL,70.0,8400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,1,SBrkr,1364,0,0,1364,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,331.0,TA,TA,Y,0,60,0,0,0,0,NA,GdPrv,NA,0,3,2006,WD ,132000,588000.0,3829849
60,RL,69.05520046484602,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,1,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,NA,NA,NA,0,5,2009,WD ,313000,763059.9651365486,4000000
50,C (all),60.0,11040,Pave,NA,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,637.0,GasA,Gd,1,SBrkr,897,439,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,0,NA,CarPort,Unf,1.0,570.0,TA,TA,Y,0,47,120,0,0,0,NA,NA,NA,0,9,2006,COD,108000,662400.0,3744000
60,RL,60.0,6931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,1,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,0,0,NA,NA,NA,0,7,2008,WD ,165400,415860.0,4014012
60,RL,65.0,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,1,SBrkr,795,704,0,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,NA,NA,NA,0,8,2006,WD ,187000,808470.0,3980025
60,RL,174.0,15138,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,Unf,0.0,773.0,1462.0,GasA,Ex,1,SBrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,NA,NA,NA,0,7,2009,WD ,403000,2634012.0,3982020
60,RL,69.05520046484602,12046,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,GasA,TA,1,SBrkr,1118,912,0,2030,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,551.0,TA,TA,Y,0,224,0,0,0,0,NA,NA,NA,0,6,2007,WD ,195000,831838.9447995352,3904576
80,RL,100.0,9600,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,TA,1,SBrkr,1254,0,0,1254,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2.0,525.0,TA,TA,Y,0,0,0,0,168,0,NA,NA,NA,0,5,2007,WD ,158500,960000.0,3845521
60,RL,90.0,11367,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,1,SBrkr,1091,898,0,1989,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,586.0,TA,TA,Y,199,60,0,0,0,0,NA,NA,NA,0,11,2006,WD ,255000,1023030.0,4008004
20,RL,56.0,26073,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,1,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,NA,MnPrv,NA,0,4,2008,WD ,236500,1460088.0,3825936
20,RL,65.0,7150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,1,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2007,WD ,129250,464750.0,3865156
20,RL,100.0,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,1,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,NA,GdWo,NA,0,3,2010,WD ,289000,1560200.0,3912123
90,RL,76.0,10260,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,1,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,NA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD ,100000,779760.0,3904576
60,RL,69.05520046484602,12728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,Unf,0.0,333.0,1531.0,GasA,Ex,1,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,560.0,TA,TA,Y,184,121,0,0,0,0,NA,NA,NA,0,1,2007,WD ,275000,878934.5915165602,4004001
60,RL,96.0,11690,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,1,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,NA,NA,NA,0,6,2008,WD ,207000,1122240.0,3998000
20,RL,71.0,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,1,SBrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,0,NA,Detchd,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,NA,MnPrv,NA,0,10,2006,WD ,146000,655330.0,3926070
160,RM,21.0,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,Ex,1,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2006,WD ,116000,39690.0,3888784
60,RL,69.05520046484602,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,1,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,NA,GdPrv,NA,0,2,2009,WD ,219500,647392.5043579314,3990006
120,RL,48.0,3480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,1,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,NA,NA,NA,0,11,2009,WD ,173000,167040.0,4012009
20,RL,69.05520046484602,17140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,1,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2009,WD ,135000,1183606.135967461,3825936
60,RL,70.0,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,Unf,0.0,325.0,979.0,GasA,Ex,1,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,610.0,TA,TA,Y,0,120,0,0,0,0,NA,NA,NA,0,6,2007,WD ,213000,612430.0,4012009
20,RL,91.0,11375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,967.0,GasA,TA,1,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,NA,NA,NA,0,10,2007,WD ,150000,1035125.0,3898230
120,RL,53.0,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,1,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,NA,NA,NA,0,2,2007,New,194201,207866.0,4026042
120,RL,43.0,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,Ex,1,SBrkr,1504,0,0,1504,0.0,0.0,2,0,1,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,457.0,TA,TA,Y,156,0,0,0,0,0,NA,NA,NA,0,5,2009,WD ,181000,136826.0,4022030
20,RL,75.0,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,Gd,1,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,TA,7,Typ,0,NA,Attchd,RFn,1.0,301.0,TA,TA,Y,0,0,275,0,0,0,NA,NA,Shed,500,4,2007,COD,157900,731250.0,3833764
60,RL,72.0,13426,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,1,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,NA,NA,NA,0,9,2006,WD ,217000,966672.0,3998000
60,FV,85.0,10574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,1,SBrkr,1082,871,0,1953,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,1043.0,TA,TA,Y,160,50,0,0,0,0,NA,NA,NA,0,5,2009,WD ,252000,898790.0,4022030
60,RL,70.0,8726,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Ex,1,SBrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,Gd,8,Typ,0,NA,BuiltIn,RFn,2.0,529.0,TA,TA,Y,0,108,0,0,0,0,NA,NA,NA,0,9,2006,WD ,197000,610820.0,4008004
60,RL,62.0,7984,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,1,SBrkr,868,762,0,1630,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,436.0,TA,TA,Y,120,48,0,0,0,0,NA,NA,NA,0,9,2009,WD ,189500,495008.0,4018020
50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,1,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,NA,NA,NA,0,7,2006,WD ,116000,371160.0,3740100
20,RL,69.05520046484602,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,1,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,NA,NA,NA,0,6,2010,WD ,143000,676050.4125508426,3853369
20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,Rec,96.0,246.0,876.0,GasA,TA,1,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1.0,276.0,TA,TA,Y,0,80,0,0,0,0,NA,NA,NA,0,5,2007,WD ,119000,432000.0,3802500
50,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,1,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,NA,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NA,MnWw,NA,0,4,2008,WD ,127500,432000.0,3818116
60,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,Ex,1,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,615.0,TA,TA,Y,0,53,0,0,0,0,NA,NA,NA,0,2,2006,WD ,200825,528125.0,4020025
30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,1922,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,0,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,TA,3,Typ,0,NA,Detchd,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,NA,NA,NA,0,2,2006,ConLD,35000,485280.0,3757510
60,RL,69.05520046484602,12511,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1978,1978,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,1,SBrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,0,208,0,NA,MnPrv,NA,0,12,2008,WD ,292500,863949.6130156886,3912484
160,RM,21.0,1869,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,1,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2008,WD ,106000,39249.0,3880900
30,RL,94.0,9259,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,0,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,N,80,0,0,0,0,0,NA,NA,NA,0,6,2010,WD ,85000,870346.0,3757650
20,RL,129.0,16770,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,1,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,NA,NA,NA,0,9,2009,WD ,286500,2163330.0,4010006
120,RL,53.0,4043,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,TA,1,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,165,0,NA,NA,NA,0,7,2010,WD ,127500,214279.0,3908529
20,FV,75.0,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,GasA,Ex,1,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2.0,575.0,TA,TA,Y,0,210,0,0,0,0,NA,NA,NA,0,6,2007,New,210400,675000.0,4026042
120,RL,62.0,12677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,1,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,NA,NA,NA,0,4,2008,WD ,274000,785974.0,4014012
60,RL,107.0,12852,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,1,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,NA,NA,NA,0,1,2008,New,264966,1375164.0,4028049
50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,771.0,771.0,GasA,Fa,1,SBrkr,866,504,114,1484,0.0,0.0,2,0,3,1,TA,6,Sal,0,NA,Detchd,Unf,1.0,264.0,TA,Fa,N,14,211,0,0,84,0,NA,NA,NA,0,9,2007,COD,50000,619200.0,3724500
50,RM,60.0,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,0.0,0.0,686.0,GasA,TA,1,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,1.0,416.0,TA,TA,Y,0,0,196,0,0,0,NA,NA,Shed,1200,6,2010,WD ,139000,648000.0,3734250
60,RL,69.05520046484602,19522,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,GasA,Gd,1,SBrkr,1271,1232,0,2503,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,564.0,TA,TA,Y,0,99,0,0,182,0,NA,NA,NA,0,2,2007,WD ,300000,1348095.6234747241,3960100
